@relation tweets

@attribute text string
@attribute ' class' {no,yes}

@data
'Participa en el taller de Escritura creativa que dictará Greymar Hernández #SalasDeEncuentro +Info  0416 416 4615 ',no
'RT @Chacao  Chequea la programación de la 9º Muestra de cine latinoamericano para esta semana ¡Te esperamos en la Sala Cabrujas! …',yes
'Te esperamos mañana a las 7 pm en #FotoEnLaPlaza  Joaquín Cortés | @LaCuevaVe @prodavinci @ElColumnero ',no
'RT @hoyquehay  \'IX Muestra de Cine Latinoamericano\' hasta el #22sep en varias salas de cine +info →  …',yes
'#5Sep Día Internacional de la Beneficencia y Día de la Mujer Indígena ',yes
'El 5 de septiembre de 1997 fallece la Madre Teresa de Calcuta  ',yes
'RT @crestametalica   @culturachacao inicia las inscripciones para nuevo ciclo de #TalleresChacao 2016  gt  ',no
'Programación semanal de la \'9º Muestra de cine latinoamericano\'  ¡Te esperamos en la Sala Cabrujas! ',no
'Programación semanal de la \'9º Muestra de cine latinoamericano\'  ¡Te esperamos en la Sala Cabrujas! ',yes
'RT @RMTF  06/09 · 7pm · #FotoEnLaPlaza   Joaquín Cortés · @culturachacao @LaCuevaVe @ElColumnero @prodavinci ',no
'¡Todos invitados! ',yes
'RT @BibliotecaLPG  Participa en el taller de Escritura creativa que dictará Greymar Hernández #SalasDeEncuentro +Info  0416 416 4615 https …',yes
'RT @BibliotecaLPG  El martes llama a la #BibliotecaHerreraLuque e infórmate sobre el seminario que inicia el #15Sep #TalleresBLPG …',yes
'Lamentable pérdida  ',no
'RT @Vida_Arte  Cultura Chacao inicia las inscripciones para nuevo Ciclo de Talleres  @culturachacao …',yes
'Hoy #Proyección cinta argentina \'Rompecabezas\',dentro de la \'9° Muestra de cine latinoamericano\' Sala Cabrujas 5 pm  ',no
'¡Te esperamos!  ) ',yes
'RT @ramonmuchacho  Reconocimiento especial para nuestros servidores de @Chacao, que dan lo mejor de sí por nuestros vecinos a pesar de tant…',yes
'RT @Chacao  Hoy felicitamos a quienes trabajan con vocación para construir un país mejor  ¡Feliz día del servidor público! …',no
'@luzma1933 Saludos, la información completa se encuentra en nuestra página web   Si pueden participar personas que nos sean de Chacao  D',yes
'Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés | @LaCuevaVe @prodavinci @ElColumnero ',yes
'RT @RMTF  06/09 · 7pm · #FotoEnLaPlaza   Joaquín Cortés · @culturachacao @LaCuevaVe @ElColumnero @prodavinci ',yes
'@hannahdreier that sculpture was the same way since it was donated It\'s part of our municipality urban art collection,and we take care of it',yes
'@hannahdreier  \'La Deliee\', Bernard Pages, was a gift from the french goverment on October 9th1989, as a retribution to Venezuela ',no
'Sábado 3, Ruta El Pedregal  ',no
'RT @RMTF  Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés |@LaCuevaVe  @culturachacao  @ElColumnero …',yes
'Hoy inicia la \'9º Muestra de cine latinoamericano\',en la Sala Cabrujas de Los Palos Grandes  5 pm  @Gran_Cine ',no
'RT @RMTF  06/09 · 7pm ·  #FotoEnLaPlaza   Joaquín Cortés · @culturachacao  @LaCuevaVe  @ElColumnero  @prodavinci ',yes
'RT @RMTF  06/09 · 7pm ·  #FotoEnLaPlaza   Joaquín Cortés · @culturachacao  @LaCuevaVe  @ElColumnero  @prodavinci ',yes
'RT @RMTF  06/09 · 7pm · #FotoEnLaPlaza   Joaquín Cortés · @culturachacao @LaCuevaVe @ElColumnero @prodavinci ',no
'RT @AsiseviveCcs  Talleres Chacao  Formalizar inscripción en sede de Turismo,Comunidad y Atención al Ciudadano de @culturachacao …',no
'@ChirinosPaola La información dice jóvenes y adultos mayores  Feliz tarde  )',yes
'Talleres Chacao 2016 inscripciones del 12 al 15 de septiembre sólo para personas que no vivan en municipio Chacao  ',yes
'Talleres Chacao 2016 inscripciones 6 al 9 de septiembre, para los habitantes  de Chacao (carta de residencia actual) ',no
'Talleres Chacao 2016 inscripciones  lunes 5 de septiembre sólo para personas mayores de 70 años (único día)  ',yes
'@ChirinosPaola  lunes 5 de septiembre sólo para personas mayores de 70 años (único día)  Saludos  )',no
'Talleres Chacao 2016 formalizar inscripción en sede de Turismo,Comunidad y Atención al Ciudadano de @culturachacao ',yes
'Mañana comienza la \'9º Muestra de cine latinoamericano\', Sala Cabrujas de Los Palos Grandes  5 pm  @Gran_Cine ',no
'RT @conviteac  💞Para los amantes del cine 🎬 ',yes
'RT @CaracasHoy  En @CaracasHoy @culturachacao #7pm martes ',yes
'RT @RMTF  Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés |@LaCuevaVe  @culturachacao  @ElColumnero …',yes
'Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés | @LaCuevaVe @prodavinci @ElColumnero ',no
'RT @RadioWTC  Inician inscripciones para nuevo ciclo de Talleres Chacao 2016   ',yes
'RT @CiEFve  El maestro Joaquín Cortés en #FotoenLaPlaza •  Martes 6  de septiembre, 7 00 pm • Plaza Los Palos Grandes  …',no
'RT @Gran_Cine  Hoy la cineasta Victoria Chaya Miranda @Qllamanamor estará con @SarahNaderA Sintoniza a las 3 00pm @lider949 …',no
'Cultura Chacao presentará del 3 al 29 de septiembre la 9na Muestra de Cine Latinoamericano 2016 en la Sala Cabrujas  ',yes
'RT @Vida_Arte  9na Muestra de Cine Latinoamericano 2016 presenta selección de películas   @culturachacao …',yes
'RT @RadioWTC  Cultura Chacao presenta 9na Muestra de Cine Latinoamericano   ',no
'RT @RadioWTC  Cultura Chacao presenta 9na Muestra de Cine Latinoamericano   ',no
'RT @RMTF  06/09 · 7pm ·  #FotoEnLaPlaza   Joaquín Cortés · @culturachacao  @LaCuevaVe  @ElColumnero  @prodavinci ',yes
'RT @BibliotecaLPG  “Los pájaros nacidos en jaula creen que volar es una enfermedad ”  Alejandro Jodorowsky ',no
'RT @BibliotecaLPG  “Saber lo que es justo y no hacerlo es la peor de las cobardías”  Confucio ',yes
'RT @BibliotecaLPG  “El hombre está condenado a ser libre”  Jean Paul Sartre ',no
'RT @BibliotecaLPG  \'El más terrible de los sentimientos es el sentimiento de tener la esperanza perdida\'  Federico García Lorca ',yes
'RT @RMTF  06/09 · 7pm ·  #FotoEnLaPlaza   Joaquín Cortés · @culturachacao  @LaCuevaVe  @ElColumnero  @prodavinci ',yes
'Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés | @LaCuevaVe @prodavinci @ElColumnero ',yes
'RT @RMTF  Te esperamos el próximo martes a las 7pm en #FotoEnLaPlaza  Joaquín Cortés |@LaCuevaVe @culturachacao @ElColumnero …',yes
'RT @RMTF  06/09 · 7pm ·  #FotoEnLaPlaza   Joaquín Cortés · @culturachacao @LaCuevaVe @ElColumnero @prodavinci ',no
'“No es valiente el que no tiene miedo, sino el que sabe conquistarlo”, Nelson Mandela ',no
'RT @NunezNelson75  Una de las mejores películas que he visto este año  Tensión y suspenso de principio a fin  No dejen de verla  …',yes
'Ruta El Pedregal especial infantil #Sábado3 Encuentro  C C  San Ignacio  #Gratis previa inscripción 0212 2638825  ',no
'RT @zonaescolar   @culturachacao  te invita al Recorrido Especial Infantil de #RutasElPedregal +INFO  …',no
'RT @DeporteChacao  Hoy tenemos dos excelentes clases en #LPG #acroyoga 6pm y #PilatesUrbanos a las 7pm  ',yes
'Ruta histórica \'Expansión de Chacao\', #Sáb3 Encuentro  Plaza Bolívar de Chacao #Gratis Inscripciones 0212 263 0512 ',no
'El 31 de agosto en 1994 fallece la escritora,política y diplomática venezolana Lucila Palacios  ',yes
'RT @AgoraMagazLatin  @culturachacao Recorrido Especial Infantil de Rutas El Pedregal ofrecen en estas vacaciones Cultura Chacao  …',no
'RT @AgoraMagazLatin  @culturachacao Realizan Ruta Histórica por la zona de expansión de Chacao ',yes
'@Irwin_Castro_me Saludos  )',no
'@Irwin_Castro_me Saludos  )',no
'Hoy culmina el ciclo \'Vuelta mundo en 31 películas independientes\', con la proyección \'Calle Cloverfield 10\'  6 pm  ',no
'RT @CedhotArias  Nueva Ruta Histórica ofrecerá @CulturaChacao el sábado 3 de septiembre ',no
'RT @GCulturalVzla1  Rutas Infantiles El Pedregal ofrecen en estas vacaciones @CulturaChacao y Te paseo ',no
'RT @CedhotArias  Rutas Infantiles El Pedregal ofrecen en estas vacaciones @CulturaChacao y Te paseo ',yes
'RT @sdahbar  Mañana  31/08 Sala Cabrujas Cine Independiente \'10 Cloverfield Lane\' Pequeña gema de anticipación @culturachacao …',no
'RT @sdahbar  \'10 Cloverfield Lane\'  \'Extraño, hábil y preciso artefacto\' El Mundo Sala Cabrujas 31/8  6pm Gratis @culturachacao  …',yes
'¡Te esperamos!  ) ',no
'RT @Gran_Cine  Los invitamos mañana 31/8 a la Rueda de Prensa 9° Muestra de Cine Latinoamericano | 10 00am | Trasnocho Cultural …',yes
'RT @sdahbar  Fin del ciclo Cine Independiente, Sala Cabrujas  Agradezco a los q facilitaron este divertimento  Y al público q se enganchó @…',yes
'¡Imperdible! ',no
'RT @BibliotecaLPG  Participa en el taller de Escritura creativa que dictará Greymar Hernández #SalasDeEncuentro +Info  0416 416 4615 https …',no
'@tania_ccuentos @BibliotecaLPG Nos alegra mucho  Saludos  )',yes
'@garayarm Saludos  )',yes
'“Si eres neutral en situaciones de injusticia, has elegido el lado del opresor”, Desmond Tutu ',no
'@fabricenoj Saludos  )',no
'“En tiempos de engaño universal, decir la verdad se convierte en un acto revolucionario”, George Orwell ',yes
'“Lo preocupante no es la perversidad de los malvados, sino la indiferencia de los buenos”, Martin Luther King ',yes
'RT @mscnoticias  Realizan Ruta Histórica por la zona de expansión de #Chacao  @culturachacao ',yes
'RT @RadioWTC  Realizarán ruta histórica por la zona de expansión de Chacao   ',no
'RT @RadioWTC  Realizarán ruta histórica por la zona de expansión de Chacao   ',yes
'RT @contrapuntovzla  Muere el artista chileno español José Balmes a los 89 años  ',no
'RT @RadioWTC  Ofrecen recorrido especial infantil en agenda de \'Rutas El Pedregal\'   ',no
'Hoy proyectamos la cinta \'Un castillo en Italia\'  Sala Cabrujas de Los Palos Grandes  #CineIndependiente 6 pm  ',no
'@Niobemar Saludos  )',yes
'RT @mscnoticias  Recorrido Especial Infantil de Rutas El Pedregal ofrecen en estas #vacaciones2016 @culturachacao  y Te paseo …',no
'¡Participa!  ) ',no
'RT @Gran_Cine  Hoy falleció el actor Gene Wilder, recordado por su papel de Wilmy Wonka ',yes
'RT @Chacao  Esta tarde a las 6 00 pm no te pierdas la proyección de la cinta \'Slow West\'  ¡Nos vemos en la Sala Cabrujas! …',yes
'RT @CarteleraCursos  El ajedrez es una actividad que propicia la concentración, memoria, y capacidad de cálculo  @culturachacao',yes
'Programación semanal del ciclo \'Vuelta al mundo en 31 películas independientes\'  ¡Te esperamos! @sdahbar ',no
'@AdriVVB Saludos, no la proyectaremos  Feliz día  )',yes
'RT @BibliotecaLPG  La #SalaEugenioMontejo tiene el ambiente perfecto para dar rienda suelta a tu voracidad por la lectura ¡#Mañana disfruta…',no
'#HOY 6PM #cine en #SalaCabrujas SLOW WEST, lea aquí sobre esta gran película  … ',no
'RT @sdahbar  Échale un ojo a Slow West, del ciclo de cine independiente de Sala Cabrujas  @Pedrovaalcine …',no
'Ruta histórica \'Expansión de Chacao\', #Sáb3 Encuentro  Plaza Bolívar de Chacao #Gratis Inscripciones 0212 263 0512 ',yes
'Ruta El Pedregal especial infantil #Sàbado3 Encuentro  C C  San Ignacio  #Gratis previa inscripción 0212 2638825  ',no
'RT @BibliotecaLPG  Acompáñanos en el   lt Picnic de palabras gt  con Cuentos del escarabajo y la #Ludoteca en la #PlazaLPG #Mañana  ( 8 am) https…',yes
'RT @BibliotecaLPG  Desde #Mañana llama a la #BibliotecaHerreraLuque e infórmate sobre el seminario que inicia el #15Sep #TalleresBLPG https…',no
'\'Slow West\', hoy dentro del ciclo \'Vuelta al mundo en 31 películas independientes\'  6 pm  ',no
'\'Slow West\', hoy dentro del ciclo \'Vuelta al mundo en 31 películas independientes\'  6 pm  ',no
'RT @ramonmuchacho  Juan Gabriel fue uno de los grandes de la música  Gran músico, gran compositor y gran intérprete  QEPD ',no
'RT @sdahbar  Hoy, 6pm, Sala Cabrujas  exhiben Slow West  Lee esta crítica sobre película q no puedes dejar de ver  @…',no
'RT @casanof1  Buena película  ',yes
'RT @BibliotecaLPG  El martes llama a la #BibliotecaHerreraLuque e infórmate sobre el seminario que inicia el #15Sep #TalleresBLPG …',no
'RT @BibliotecaLPG  ¿Ya conoces la #LudotecaBC ? Está ubicada en el Parque Bello Campo, en la Avenida Ávila  Acércate de martes a sábado htt…',yes
'@Pedrovaalcine Gracias, esperamos que hayas tenido un feliz domingo  )',no
'RT @Pedrovaalcine  Mañana #cine 6PM #SalaCabrujas SLOW WEST, lea aquí sobre esta gran película   @culturachacao http…',no
'RT @AlejoCeledon  Hoy @culturachacao proyecta la cinta argentina \'XXY\', en la Sala Cabrujas de Los Palos Grandes, 5 pm …',no
'Programación semanal del ciclo \'Vuelta al mundo en 31 películas independientes\'  ¡Te esperamos! @sdahbar ',no
'RT @BibliotecaLPG  Participa en el taller de Escritura creativa que dictará Greymar Hernández #SalasDeEncuentro +Info  0416 416 4615 https …',no
'RT @BibliotecaLPG   lt 100 cuentos de Julio Cortázar y Jorge Luis Borges gt  vía @CulturaColectiv    ',yes
'RT @BibliotecaLPG  Seminario  lt El imaginario social venezolano y la obra de Francisco Herrera Luque gt  #TalleresBLPG +Info  2147966 …',yes
'@ivanacontreras_ Te esperamos  )',no
'El 28 de agosto de 1985 fallece Miguel Otero Silva, periodista,escritor y político venezolano  ',no
'Hoy proyectamos la cinta argentina \'XXY\', Sala Cabrujas de Los Palos Grandes, 5 pm  #AgostoDeCine ',yes
'RT @bicigourmetccs  #LeerEnBici llegó al #PiqueNique de la plaza LPG, donde compartimos nuestras #CakePops para deleitar tu paladar https /…',yes
'Gracias a todas las personas que asistieron a nuestro Pique Nique  Feliz noche  )',no
'RT @CuentosdeGaby  #LeerenBici con @ranaencantada, @culturachacao ',no
'RT @CuentosdeGaby  2da clase del taller de Go para niños en la Biblioteca los Palos Grandes @culturachacao ',yes
'RT @CuentosdeGaby  2da clase del taller de Go para niños en la Biblioteca los Palos Grandes @culturachacao ',no
'Educando a los más pequeños sobre cómo ser un buen ciclista  ',yes
'Continúa nuestra actividad \'Leer en BICI\'  @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'RT @florana10  @culturachacao @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'Ven y disfruta en nuestra actividad \'Leer en BICI\'  @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'Te esperamos en la Plaza Los Palos Grandes  @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'Ya comenzó nuestro Pique Nique con los amigos de @bicigourmetccs @Bici_Aventuras @ranaencantada ',no
'¡Te esperamos!  ) ',no
'RT @BibliotecaLPG  #BiblioetecaHerreraLuque ',no
'RT @BibliotecaLPG  Participa en el taller de Escritura creativa que dictará Greymar Hernández #SalasDeEncuentro +Info  0416 416 4615 https …',no
'RT @Pedrovaalcine  @culturachacao igualmente, y gracias por ser tan amables ',no
'@Pedrovaalcine Finísimo, la esperamos entonces  Feliz fin de semana  )',no
'Hoy proyectamos la cinta \'Viva la libertad\', Sala Cabrujas, 5 pm  #AgostoDeCine #CineIndependiente ',no
'RT @AsiseviveCcs  HOY  @culturachacao invita a #LeerEnBICI y disfrutar del cine en #PiqueNique  gt  ',yes
'¡Ahí nos vemos! ',no
'RT @bicigourmetccs  Gracias @ZonaEscolar por la difusión  ) Los esperamos para leer juntos en nuestra Biblioteca Infantil Comunitaria Itine…',yes
'Fundación Herrera Luque se une al pesar por la pérdida de Carlos Rafael Silva, venezolano íntegro, amigo y director de nuestra institución ',no
'Programación del fin de semana del ciclo \'Vuelta al mundo en 31 películas independientes\'  ¡Te esperamos! ',no
'RT @Esnobgourmet  Gracias a Rosa V  Urdaneta de @culturachacao por compartir los detalles de su pique nique de hoy sábado 27 en #Esnobgourm…',yes
'@Pedrovaalcine Nos alegra mucho, gracias  ) ¿Sobre cuál película?',no
'@Pedrovaalcine Nos alegra mucho, gracias  ) ¿Sobre cuál película?',no
'RT @ranaencantada  ¡Feliz día! ¡Sábado de #LeerEnBICI! Hoy nos vemos en la Pza  Los Palos Grandes  4pm 🚲📚 ',yes
'¡Te esperamos! @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'RT @crestametalica  HOY #27Ago @culturachacao invita a #LeerEnBICI y disfrutar del cine en su próximo #PiqueNique  gt  ',yes
'¡Hoy! Todos invitados  D ',no
'¡Todos invitados!  ) ',no
'Te esperamos hoy en nuestro Pique Nique  Plaza Los Palos Grandes  4 pm  ',no
'RT @CineRockFest  Hoy!! ',yes
' D ',yes
'RT @BibliotecaLPG  #Mañana mejoramos nuestra relación familiar en  lt A ordenar, a ordenar, cada quien en su lugar gt #Ludoteca #TalleresBLPG @cu…',no
'RT @Esnobgourmet  8 pm #Esnobgourmetradio pique nique @culturachacao, conversatorio de café @JWMarriottCCS , mitos de @DocPecayero y cata c…',yes
'RT @reporte1uno  ¡¿LEER EN BICI!? Nuevo Pique Nique se podrá disfrutar este #27Ago en Los Palos Grandes #Ccs  https …',yes
'Nos vemos en la proyección de \'Loreak\'  Sala Cabrujas de Los Palos Grandes, 6 pm  ',no
'@roisrv jajajaja, feliz tarde  )',no
'RT @guiaforkids  Este #Sab finaliza el ciclo de #VacacionesdeCineEnlaCalle de @culturachacao ¡No te lo pierdas! ',no
'@roisrv Saludos, BICI significa biblioteca infantil comunitaria itinerante  )',yes
'Cultura Chacao invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique  ',no
'RT @taxiscorporativ  \'@culturachacao   invitamos este sábado a Leer  y disfrutar del cine en nuestro Pique   ¡Nos vemos en la plaza LPG! ht…',yes
'RT @BibliotecaLPG  Seminario  lt El imaginario social venezolano y la obra de Francisco Herrera Luque gt  #TalleresBLPG +Info  2147966 …',no
'RT @BibliotecaLPG  Cierre del taller  lt Juegos y juguetes cinematográficos gt  con @teresapinero  #TalleresBLPG +Info  8156367 …',yes
'RT @BibliotecaLPG  Cierre del taller  lt Juegos y juguetes cinematográficos gt  con @teresapinero  #TalleresBLPG +Info  8156367 …',yes
'@Niobemar Saludos  )',no
'@guaricha7 ',no
'Te esperamos en la proyección de la cinta infantil \'El extraordinario viaje de S T  Spivet\'  Sala Cabrujas, 4 pm  ',no
'@saludybellezanm Saludos  )',yes
'¡Te esperamos! ',yes
'Hoy culmina el ciclo \'Vacaciones de Cine en la Cabrujas\',con la cinta \'El extraordinario viaje de S T  Spivet\',4 pm  ',no
'RT @Infomediax  Planes para un viernes por la noche cortesía de @culturachacao #Buenviernes → ',yes
'Programación del fin de semana del ciclo \'Vuelta al mundo en 31 películas independientes\'  ¡Te esperamos! ',yes
'RT @Chacao  Acércate este sábado a la plaza LPG a a Leer en bici y disfrutar del cine en un nuevo Pique Nique  ¡Te esperamos! …',yes
'Te invitamos este sábado a Leer en bici y disfrutar del cine en nuestro Pique Nique  ¡Nos vemos en la plaza LPG! ',no
'RT @eluniweb  🚀 #TalDíaComoHoy en 1914 nació el escritor e intelectual de nacionalidad argentina Julio Cortázar 👏 ',yes
'Hoy culmina el ciclo \'Vacaciones de Cine en la Cabrujas\',con la cinta \'El extraordinario viaje de S T  Spivet\',4 pm  ',no
'El 26 de agosto de 1910 nace la Madre Teresa de Calcuta, católica y defensora de los pobres e indefensos  ',yes
'¡Mañana! Te esperamos  ) ',no
'RT @sdahbar  Por q hay que ver Loreak? \'Si Joe Mankiewicz estuviera vivo, podrías imaginarle haciendo el remake\', Jay Weissberg …',yes
'@Faec1Faec Gracias, saludos  )',yes
'RT @Chacao  ¡Feliz viernes! Te esperamos esta tarde a las 7 00 pm en la clase gratuita de Yoga  ¡Nos vemos en la plaza LPG! …',no
'El 26 de agosto de 1914, nace Julio Cortázar, reconocido escritor, traductor e intelectual del siglo XX  #BuenLeer ',yes
'Hoy proyectamos la cinta española \'Loreak\', dentro del ciclo \'Vuelta al mundo en 31 películas independientes\'  6 pm  ',no
'Hoy proyectamos la cinta española \'Loreak\', dentro del ciclo \'Vuelta al mundo en 31 películas independientes\'  6 pm  ',yes
'RT @Pedrovaalcine  Mañana #cine 6PM #SalaCabrujas LOREAK, lea aquí sobre esta película vasca   @culturachacao https …',yes
'RT @BibliotecaLPG  ¿Ya conoces la #LudotecaBC ? Está ubicada en el Parque Bello Campo, en la Avenida Ávila +Info  7164918 …',yes
'RT @Juvntudcarrizal  #Cine mañana puedes ver El Extraordinario Viaje de T S  Spivet ',yes
'Este sábado  ¡Todos invitados!  ) ',yes
'@Pedrovaalcine Saludos, mil gracias por las notas siempre  )',no
' D ',yes
'Te esperamos en el sector El Pedregal en la proyeccion de \'El malquerido\', de Diego Rísquez, 7 pm  ',no
'Nos vemos en la proyección de la cinta \'Locke\' 6 pm #SalaCabrujas #AgostoDeCine #CineIndependiente ',no
'RT @crestametalica  #27Ago @culturachacao invita a #LeerEnBICI y disfrutar del cine en su próximo #PiqueNique  gt  ',no
'RT @Gran_Cine  Hoy te esperamos en el Sector El Pedregal, Chacao con la proyección del film \'El malquerido\'  7pm #CineVenezolano …',no
'RT @sdahbar  Hoy jueves 25 puedes ver Locke, de Stephen Knight  Sala Cabrujas  6pm  Una historia de redención  @culturachacao …',no
'¡Todos invitados! ',no
'#Hoy proyección de \'El malquerido\', 7 pm, El Pedregal  Con Diego Rísquez como invitado  ¡Te esperamos! ',no
'RT @BibliotecaLPG  Compartiendo el #BuenLeer durante el  lt Picnic de palabras gt  con Cuentos del escarabajo y la #Ludoteca en la #PlazaLPG http…',no
'RT @BibliotecaLPG  Seminario  lt El imaginario social venezolano y la obra de Francisco Herrera Luque gt  #TalleresBLPG +Info  2147966 …',yes
'RT @LOQHACEMOSENCCS  Retweeted Cultura Chacao (@culturachacao)  ',no
'La cinta programada para hoy dentro del ciclo \'Vacaciones de Cine en la Cabrujas\', será pospuesta para el lunes 29  ',no
'¡Te esperamos! ',yes
'Acompáñanos hoy a jugar ajedrez en la Plaza Los Palos Grandes desde las 4 00 pm  ¡La participación es gratuita! ',yes
'Acompáñanos hoy a jugar ajedrez en la Plaza Los Palos Grandes desde las 4 00 pm  ¡La participación es gratuita! ',no
'RT @CHACAOBISTRO  vía @culturachacao ',no
'RT @RadioWTC  Continúa la muestra de cine independiente en Sala Cabrujas de Los Palos Grandes   …',yes
'Hoy proyectamos la cinta \'Locke\',dentro del ciclo\'Vuelta al mundo en 31 películas independientes\' 6 pm #SalaCabrujas ',yes
'RT @alternativarad3  @culturachacao  invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique    https /…',yes
'#Hoy proyección de \'El malquerido\', 7 pm, El Pedregal  Con Diego Rísquez como invitado  ¡Te esperamos! ',no
'¡Todos invitados!  ) ',no
'Feliz aniversario a nuestros amigos de @Bici_Aventuras  )',yes
'La cinta programada para hoy dentro del ciclo \'Vacaciones de Cine en la Cabrujas\', será pospuesta para el lunes 29  ',yes
'RT @Chacao  Te invitamos este sábado a Leer en bici y disfrutar del cine en nuestro Pique Nique  ¡Nos vemos en la plaza LPG! …',no
'¡Hoy! Te esperamos  ) ',yes
'RT @Bici_Aventuras  #BuenasNoticias para los más pequeños también tenemos actividades este #FinFeSemana  ',yes
'\'Leer en BICI\', este sábado 27  ¡Te esperamos! #PiqueNique @bicigourmetccs @Bici_Aventuras @ranaencantada ',yes
'@VeroBlondG La entrada es libre  Saludos  )',no
'La película programada para mañana del ciclo \'Vacaciones de Cine en la Cabrujas\', será pospuesta para el lunes 29  ',yes
'Cultura Chacao invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique  Sábado 27  ¡Te esperamos!  ) ',no
'@ilivasquez29 Gracias por la información  Saludos  )',yes
'RT @crestametalica  #27Ago @culturachacao invita a #LeerEnBICI y disfrutar del cine en su próximo #PiqueNique  gt  ',no
'Te esperamos en la proyeccion de la cinta japonesa \'El vagabundo de Tokio\'  Sala Cabrujas, 6 pm  #AgostoDecine ',no
'Saludos, ahí nos vemos  ) @MalqueridoFilm ',yes
'Saludos, ahí nos vemos  ) @MalqueridoFilm ',yes
'Así es  ¡Te esperamos!  ) ',yes
'#Mañana proyección de \'El malquerido\', 7 pm, El Pedregal  Con Diego Rísquez como invitado  ¡Te esperamos! ',yes
'Saludos  ) ',yes
'Te esperamos en la proyeccion de \'Cuentos de la selva\'  Sala Cabrujas, 4 pm  #AgostoDeCine #CineInfantil ',no
'RT @BibliotecaLPG  Recuerda te esperamos en el  lt Círculo de lectura gt  #Hoy a las 4 pm  #EventosBLPG ',no
'RT @bookolica  #TalDiaComoHoy nació el escritor argentino Jorge Luis Borges y el escritor venezolano Manuel Díaz Rodríguez #Cultura https /…',no
'@Bopopola Proyectaremos \'Cuentos de la selva\'  ¡Te esperamos!  )',no
'#Proyección \'Las aventuras de Tadeo Jones\',dentro del ciclo \'Vacaciones de Cine en la calle\' Sector Pajaritos, 7 pm  ',no
'RT @sdahbar  No es una moto  Seijun Susuki no es una moto, sino un gran cineasta  Quizás la verdadera… ',yes
'RT @sdahbar  No te pierdas hoy en la Sala Cabrujas a este iconoclasta realizador japonés  El vagabundo de Tokio  6 pm  Gratis …',no
'RT @BibliotecaLPG  #BuenLeer ',yes
'@Bopopola A las 4 es la función del cine infantil  )',no
'\'El vagabundo de Tokio\', hoy dentro del ciclo \'Vuelta al mundo en 31 películas independientes\'  Sala Cabrujas, 6 pm  ',no
'¡Te esperamos!  ) ',no
'#Mañana proyección de \'El malquerido\', 7 pm, El Pedregal  Con Diego Rísquez como invitado  ¡Te esperamos! ',yes
'Hoy en \'Vacaciones de Cine en la Cabrujas\', proyectamos la cinta infantil \'Cuentos de la selva\'  4 pm  ¡Nos vemos! ',no
'RT @primicias24  #SepaQue @culturachacao invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique ',yes
'RT @RadioWTC  Cultura Chacao invita a \'Leer en Bici\' y disfrutar del cine en su próximo Pique Nique   …',no
'RT @ChirinoMayra  Grande, Jorge Luis Borges, admiración total ',no
'RT @ChirinoMayra  Grande, Jorge Luis Borges, admiración total ',yes
'@vickthompson Esa es la idea  ¡Te esperamos!  )',no
'Cultura Chacao invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique  Sábado 27  ¡Te esperamos!  ) ',yes
'@OnSpotMe Así es  Saludos  )',no
'Hoy se celebra el Día Internacional de los Parques Naturales  ¡Cuidemos los nuestros! ',no
'El 24 de agosto de 1899 nace el escritor argentino Jorge Luis Borges,uno de los autores más destacados del siglo XX  ',no
'¡Te esperamos este 27 de agosto! Plaza Los Palos Grandes  ',yes
'Cultura Chacao invita a Leer en BICI y disfrutar del cine en su próximo Pique Nique  Sábado 27  ¡Te esperamos!  ) ',no
'@gracielaalterio Siempre a la orden, te esperamos  )',no
'@gracielaalterio Escuela Juan de Dios Guanche, El Pedregal  Entrada libre ',no
'Nos vemos en la proyección de la cinta noruega \'Uno tras otro\'  Sala Cabrujas, 6 pm  #AgostoDeCine ',no
'#Jueves25 Cinta \'El malquerido\', 7 pm,El Pedregal  Con su director Diego Rísquez como invitado  ¡Te esperamos! ',no
'RT @BibliotecaLPG  \'El amigo que no pudo salvar a Lorca\' vía @el_pais    ',no
'Te esperamos en la proyección de la cinta \'La guerra de los botones\', Sala Cabrujas, 4 pm  ',no
'Lamentamos el fallecimiento de Mercedes Pulido de Briceño, docente, política, pensadora y gran mujer  ',no
'Te esperamos hoy en la proyeccion de la cinta noruega \'Uno tras otro\'  Sala Cabrujas, 6 pm  ',yes
