@relation tweets

@attribute text string
@attribute ' class' {no,yes}

@data
'RT   OEA  En diálogo con el presidente de la AN de #Venezuela   antes de Sesión Consejo #OEAJ …',yes
'Comparto mi trabajo para    ',no
'RT    Así avanzó el segundo día de validación de firmas para el revocatorio en #Venezuela  …',no
'RT    A trabajadores de Corpozulia  les exigieron retirar la firma o serían botados  La Respuesta  Dónde retiro la carta de despi…',yes
'El CNE guarda silencio total… ',no
'RT    Ocariz  Gran Caracas alcanzó este martes  firmas validadas  ',no
'Almagro pide acordar “contenidos y tiempos” para el diálogo en Venezuela ',yes
'Zapatero pide “una oportunidad para el diálogo” en Venezuela  via   pais',yes
'Por segundo día venezolanos validaron masivamente sus firmas via   ',no
'Capriles  En un día se validó    de las firmas para el revocatorio via   ',yes
'RT    #EnVideo Venezolanos inician validación de firmas para revocar a Maduro  ',no
'RT    #ExclusivaHP Descubre en qué condición se encuentra el Hospital Universitario de Caracas  …',yes
'Este escandaloso resultado del CHI MEX confirma lo que siempre he dicho  Conmebol es muy superior a Concacaf un rato largo',yes
'Lo que vengo diciendo  Creo que no hay major manera para decirlo    ',no
'Escuchen las declaraciones de Josef al final del partido  tuvimos que haber aprovechado las oportunidades  #lapidario',yes
'Escuchen las declaraciones de Josef al final del partido  tuvimos que haber aprovechado las oportunidades  #lapidario',yes
'Pero su ejecución de penal en la copa América Centenario  ha sido inoportuna  por decirlo menos ',yes
'Sobre todo eso  perdiendo  a   Si el resultado es a favor  no hay mayor problema ',no
'Mas a mi favor  un jugador con tanta experiencia minimiza los riesgos y va por lo seguro ',no
'El cobro de Seijas lo comparo con aquel partido en el cual Hingis sacó por debajo del brazo a Steffi Graf ',no
'Como decimos coloquialmente  ese  error  le bajó la cuchilla a los jugadores ',yes
'Para mi fue exageradamente infantil    ',no
'Para mi también era la primera opción ',no
'Ustedes opinan como yo ',no
'Que distinto sería todo si la selección hubiese anotado de tiro penal  Mas allá de la ejecución  Seijas le faltó el respeto a sus compañeros',yes
'Ni chance tuve de redactar el tuit para celebrar el gol de Salo    #Vinotinto',yes
'RT    Acércate y colabora  Te esperamos este sábado   #periodistasporlavida ',no
'Señores que clase de gol     #Vinotinto #VamosVinotinto Si podemos     🇻🇪',yes
'RT    #Atención Una de las víctimas del atentado en Orlando grabó el tiroteo dentro del Bar  …',no
'RT    Así fue el polémico gol que sacó a #Brasil de la #CopaAmérica  ',yes
'RT    Policía identifica al asesino de Christina Grimmie  ',no
'RT    Ex pareja de Omar Mateen  el atacante de #Orlando  dice que no era  una persona estable   …',no
'RT     Es el tiroteo más terrorífico en la historia de nuestro país     #Orlando  …',yes
'RT    FBI confirma que en  y  investigaron a Omar Mateen  el atacante de #Orlando  …',yes
'RT    #ÚltimaHora Aumenta a  el número de víctimas mortales del ataque en discoteca de Orlando  https  …',no
'RT    #ÚltimaHora Aumenta a  el número de víctimas mortales del ataque en discoteca de Orlando  https  …',yes
'RT    Periodistas venezolanos unidos en    Pedimos al Gobierno que permita la #ayudahumanitaria para nuestros en…',yes
'RT    Pelucones  burgueses de La Vega salieron a protestar por comida  Resultado   heridos de bala  #Jun',yes
'Trabajando hoy vestido de Vinotinto  Celebrando la clasificación de nuestra selección a los… ',no
'Vinotinto de mis amores     Gracias por este momento  gracias por brindarnos una alegría entre tanta dificultad     #Vinotinto 🇻🇪',no
'RT    Finalmente VALIDACIÓN de ntras firmas según acordó CNE se realizará lunes  a viernes  de junio mañana daremos otros deta…',yes
'Uffff     Que alivio     Gracias      ',no
'Coincido  Directv genera una señal para Latinoamérica  De muy mal gusto escuchar a un narrador TAN parcializado ',no
'Salogooooooooooooool     Vamos     #Vinotinto 🇻🇪',no
'Fuertes imágenes de diputados venezolanos agredidos con tubos via   ',yes
'RT    Procesadas   de las actas en #Perú  Pedro Pablo Kuczynski es el nuevo presidente  …',no
'Señor Rodríguez Zapatero  Por si no la ha visto  yo me encargo de enviársela  Usted que le apuesta al diálogo #FOTO ',no
'Valiosísimos  puntos de nuestra Vinotinto en su debut en la #CopaAmericaCentenario A seguir sumando     💪🏻 #Vinotinto',yes
'  Anuncia movilización hacia el CNE el lunes para exigir a las rectoras información sobre proceso de validación de firmas del RR',no
'Disturbios en Caracas durante manifestaciones por falta de alimentos  vía  ',no
'BASTA de agresiones contra la prensa  RESPETO al gremio periodístico  SOLIDARIDAD   #FOTO   ',no
'EN DIRECTO en #Periscope  La MUD se dirige al país luego de ser  embarcados  por ta  vez por el CNE  ',yes
'Jesus  Chuo  Torrealba convoca rueda de prensa URGENTE para informar al país las acciones por la suspensión de la reunión en el CNE',no
'La MUD anuncian que el CNE decidió suspender por ta  vez la reunión con los rectores para informar sobre los lapsos del revocatorio',yes
'Momentos de tensión se vivieron hace minutos en la avenida Fuerzas Armadas  La gente exige comida #VIDEO  ',no
'Momentos de tensión se vivieron hace minutos en la avenida Fuerzas Armadas  La gente exige comida #VIDEO  ',no
'Defensa de Leopoldo López anuncia que corte de apelaciones admitió recurso de apelación a favor de López  Fijaron audiencia el  de junio',no
'Perdiendo el tiempo… ',yes
'RT   eduardo  Estimados     ya la intervención armada la tenemos y es el hampa que esta mejor dotada que los…',yes
'RT    La indetenible especulación  continúa  Casi un sueldo mínimo por una Salsa de Tomate   …',no
'Un niño le pregunta a Pablo Iglesias por qué es amigo de Maduro via   ',yes
'Nicolás Maduro ordena abrir juicio a la directiva del parlamento venezolano  via   pais',yes
'Venezuela rechaza categóricamente solicitud del Secretario General de la OEA ',no
'RT      hola gus  GnB en la recta de la urbina  Manifestación en la fajardo sentido este tratando de cerrar la vía',yes
'RT        la realidad es una sola este gobierno es el unico responsable de el desastre en el que estam…',yes
'RT    El Pais clama por Alimentos Medicinas y Seguridad  y esa gente haciendo  shows  de tarimas  😕 amarre a su loco  😑  …',no
'RT        desconocer la asamblea es igual a desconocer al pueblo quien fue el que ejercio su poder med…',no
'Lo logramos  ',no
'RT   OEA  Ayer presenté #InformeOEAVzla a Pres Consejo   oficial sobre crisis q hoy vive #Venezuela  h…',yes
'Muguruza despacha a Kuznetsova y se planta en cuartos de Roland Garros ',no
'MacClean    Best Free Mac OS Cleaning Solution  Daily Cleanup on Your Mac Now Made Easy  ',no
'RT     muertos  herido al precipitarse aeronave YV en aproximación al aerop Metropolitano de Cúa  ',yes
'Bonito espectáculo la #championsleaguefinal De infarto hasta el último penal  Ambos merecieron la gloria ',yes
'A minutos de la final de la champions  Esperemos que sea un partido con muchos goles y que gane el mejor  #championsleaguefinal',yes
'RT    Pepe te lo restregó en la cara  Somos mill de venezolanos y hay que gobernar para todos  te guste a ti o no te guste  #…',no
'RT    Pepe te lo restregó en la cara  Somos mill de venezolanos y hay que gobernar para todos  te guste a ti o no te guste  #…',yes
'RT    Buen er tiempo  do tiempo de menor nivel  buenas noticias Feltscher y Figuera  dudas en el arco y los centrales floj…',yes
'Intentos de saqueos sacuden nuevamente al Táchira ',no
'Estudiantes entregaron documento al viceministro de educación y anuncian que se retiran al interior de la UCV #FOTO ',no
'Tensa calma    #FOTO ',yes
'La marcha estudiantil se acerca al cordón policial de la UCV #AHORA #FOTO ',no
'Un cordón policial de femeninas de la PNB impide el avance de la movilización de la UCV #AHORA #FOTO ',yes
'Mirar en #Periscope  Impiden a la marcha continuar su recorrido ',no
'Mirar en #Periscope  Marcha estudiantil de la UCV cambia su recorrido  Lograron salir por Los símbolos  ',yes
'RT    Invictas las chamaaaaaasss   Bien   Primeras de grupo   FELICIDADES MUCHACHAS  Ahora por más   VENEZUELA   #SuramericanoFem…',yes
'RT    En Libertad Periodista Zuliano Emiro Díaz Peña',no
'RT    Albert Rivera arribó al país  “Vinimos a colaborar con la democracia”  ',no
'RT    #ÚLTIMAHORA    Rivera logró pisar suelo venezolano a pesar de amenazas gubernamentales ',no
'Bridgestone se desprende de su negocio en Venezuela ',yes
'RT    Fue liberado Ángel Coromoto  jefe de seguridad de la AN detenido por el Sebin y señalado de haber pagado por violencia en…',yes
'Albert Rivera viaja a Venezuela convencido de que lo dejarán entrar y cumplir su agenda  vía   patilla',no
'España pide a la UE no permanecer  impasible  ante la situación en Venezuela  via  ',yes
'Muere un futbolista en Argentina tras ser golpeado por otro en la tráquea ',yes
'Sundde publicó nuevos precios del pollo y harina de maíz  via  ',yes
'‘Bachaqueo’  el negocio más rentable de Venezuela  via   pais',yes
'‘Bachaqueo’  el negocio más rentable de Venezuela  via   pais',yes
'Coca Cola suspenderá la producción en Venezuela por falta de azúcar  vía   pais',yes
'Mano de piedra tumba la pantalla  vía   pais',yes
'RT    Pescadores fueron saqueados en Margarita   Video   ',yes
'“Maduro prefiere un golpe de Estado a un revocatorio”  via   pais',yes
'Argentina  Chile y Uruguay llaman a diálogo en Venezuela  vía  ',yes
'RT    #ÚLTIMAHORA El Tribunal supremo venezolano declara  constitucional  el estado de excepción #AFP ',yes
'RT    TSJ declara constitucional decreto de Estado de Excepción y Emergencia Económica  …',no
'AN solicitó formalmente a la OEA activar Carta Democrática a Nicolás Maduro ',no
'“El caso penal contra Leopoldo López es una aberración jurídica”  via   pais',no
'Encuentran restos del avión egipcio y no se descarta el atentado via   ',no
'Fernández   economistas van a suministrar estrategias para que el país pueda reactivarse ',yes
'Fernández   coordinaré un equipo económico que observe los temas de desabastecimiento  inflación y desempleo ',no
'Toma la palabra el ex presidente Dominicano Lionel Fernández',yes
'Rodríguez Zapatero reconoce que ha asumido un reto nada fácil  pero asegura que pondrá su mayor empeño',yes
'Rodríguez Zapatero pedirá a la comunidad internacional que apoye la convocatoria de un diálogo nacional en Venezuela',yes
'Habla de un diálogo nacional que aborde el tema social  económico y político  Dice que ambos bandos  MUD PSUV  mostraron voluntad',yes
'A esta hora habla el ex presidente Rodríguez Zapatero sobre su mediación en favor del diálogo en Venezuela',yes
'La MUD se reunió con ex presidente Rodríguez Zapatero #FOTO vía   ',no
'RT    El Genoa pedirá una millonada para dejar ir a Tomás Rincón    vía    …',no
'RT    El Genoa pedirá una millonada para dejar ir a Tomás Rincón    vía    …',no
'RT    Greece finds pieces of plastic in sea search for missing #EgyptAir plane   ',yes
'RT    Tomás Rincón en la mira del AC Milan  ',no
'Gobernador   asiste al encuentro con Rodríguez Zapatero en la Asamblea Nacional #FOTO vía   ',yes
'Ex presidente español  José Luis Rodríguez Zapatero  se reúne con dirigentes de la MUD #FOTO vía   ',no
'RT    Iglesia vlana  informa suspensión visita Cardenal Paul Richard Gallagher Canciller Vaticano es  por motivos q no dependen…',no
'Secretario para relaciones con los estados del Vaticano  Paul Richard Gallagher  canceló su visita a Venezuela fijada para finales de mes',no
'RT              WTI abre en baja en    por subida de dolar y aumento d…',no
'En breve los titulares más importantes de los diarios de circulación nacional y regional en   por   Los esperamos ',no
'RT    EgyptAir flight  disappears from radar on way to Cairo from Paris  airline says   Sky News Arabia …',no
'González López dice que fueron detenidos  de los agresores  uno de ellos habría confesado que recibió financiamiento para generar violencia',no
'Los vincula a las guarimbas de la plaza Altamira y a la  derecha venezolana ',yes
'Ministro del interior habla a esta hora en VTV  Asegura tener identificados a los agresores de las funcionarios de la PNB',yes
'Maduro anuncia flexibilización del plan de racionamiento de energía aplicado en el país ',no
'Reportan fuerte represiones a estudiantes y trabajadores de la ULA ',no
'Maduro amenaza con activar estado de excepción por conmoción social   Ya lo tengo listo   dice ',yes
'Maduro califica a   OEA como basura  y denuncia supuesta reunión del secretario de la OEA con funcionarios de EEUU',no
'La Vinotinto ya entrena de cara a su choque ante Galicia ',yes
'EEUU dice que es hora de que los líderes de Venezuela escuchen a su pueblo ',no
'Rodríguez  Vamos a la Fiscalía a denunciar a Capriles y Ramos Allup ',no
'Rodríguez  Vamos a la Fiscalía a denunciar a Capriles y Ramos Allup ',no
'Capriles  Infiltrados del Gobierno atacaron a funcionarios durante la movilización  via  ',yes
'La Policía blinda Caracas para impedir la marcha de la oposición  vía   pais',no
'Justo cuando comenzábamos   ',yes
'RT    Embajada de EEUU suspendió emisión de visa de negocios y turismo a nuevos solicitantes  …',no
'RT    Abajo cadenas ',yes
'👎🏻  ',no
'Gracias Rodrigo  Ahora estamos encadenados ',yes
'RT    Delcy a Almagro  ¡Escoria imperial    Tweets    ',yes
'Carta de Luis Amagro a Nicolás Maduro   ',no
'Caravana de motorizados Chavistas en alrededores de Plaza Venezuela #FOTO ',no
'Marcha de motorizados chavistas recorre alrededores de Plaza Venezuela #VIDEO #AHORA ',no
'Gobernador   llega al piquete de la PNB que impide avance de la marcha en la avenida Libertador ',no
'PNB impide avance de la marcha en la principal de Las Palmas ',yes
'Corrijo  Avenida Libertador ',no
'Presidente del parlamento   llega a uno de los piquetes de la PNB en la avenida Bolívar ',yes
'Reportando desde la avenida Bolívar a esta hora  Manifestantes toman parte baja de la vía ante cierre de Plaza Vzla  ',yes
'RT    En Coche saquearon un camión de embutidos   Fotos   ',no
'Denuncian que EEUU adelanta un plan de intervención militar en Venezuela  via  ',no
'Human Rights Watch solicita aplicar la Carta Democrática a Venezuela ',yes
'Human Rights Watch solicita aplicar la Carta Democrática a Venezuela ',yes
'RT    La AN al negar el Decreto de Emergencia restituyó la Constitución que ese decreto en los hechos pretendía desaplicar ',no
'Cristiano Ronaldo y Pepe encabezan la convocatoria de Portugal para Eurocopa  via  ',yes
'Smolansky prohíbe a menores de edad realizar colas en supermercados de El Hatillo ',yes
'Wawrinka y Pablo Carreño alcanzan los cuartos de final  via  ',no
'Emilia Clarke vuelve a desnudarse en GOT ',no
'La oposición venezolana llama a ignorar el estado de excepción  vía   pais',yes
'Maduro asoma posibilidad de suspender elecciones de gobernadores de este año  Dice que las únicas impostergables son del presidente y la AN',yes
'RT     No estamos obligados a hacer referendos en este país  son solo una opción   destaca el presidente Nicolás Maduro ',yes
'RT    Maduro   La AsambleaNacional perdió vigencia política  Es cuestión de tiempo para que desaparezca  #May',yes
'Maduro asegura que se está montando un escenario social en Venezuela para justificar una intervención militar extranjera',yes
'RT    Para Paciente en estado crítico se necesitan Solución de    CANCER  Ct  o     …',no
'Maduro dice que la Asamblea Nacional estaría involucrada en planes para intervenir a Venezuela',yes
'Maduro insiste en que factores internacionales llamaron a una intervención militar en Venezuela',yes
'Comienza transmisión en cadena de radio y televisión del presidente Nicolás Maduro',yes
'Capriles   Si Maduro impone el decreto por la fuerza que saque los tanques a la calle porque no lo vamos a aceptar ',no
'Capriles dice que decreto de emergencia coloca a Nicolás Maduro por encima de la constitución y llama a los venezolanos a desconocerlo',yes
'Capriles a Jorge Rodríguez   Caracas no es su hacienda ',no
'Capriles   No queremos un estallido social en Venezuela  por eso estamos exigiendo el revocatorio ',yes
'Capriles   El diálogo en El país pasa por preguntarle a los venezolanos si quieren o no que continúe este gobierno ',no
'Capriles   El diálogo en El país pasa por preguntarle a los venezolanos si quieren o no que continúe este gobierno ',no
'Capriles   la concentración de la movilización de este miércoles hacía en CNE será en plaza Venezuela ',yes
'Gobernador   declara a esta hora ante medios nacionales e internacionales sobre el referendo revocatorio',no
'RT    #ServicioPúblico #Caracas ',no
'RT    #EnVivo Escuche al gobernador de Miranda   con   y   conversando sobre el RR  gt  gt  https …',no
'Continuamos con la conversación con   Bienvenidos sus comentarios #SheinayGustavo ',yes
'EN DIRECTO en #Periscope  Entrevista con el Gobernador   en   #SheinaGustavo  ',yes
'RT    En breve   estará conversando con   y   por    FM  Escúchalo    gt  htt…',no
'RT    #Enminutos el gobernador   estará conversando en el espacio de   y   #ENVIVO …',yes
'RT    Ahora  pm estaremos con   y   por    FM CCS #Periscope #Facebook',no
'RT   OEA  Estoy considerando según Art  CartaDemocrática la posible convocatoria a Consejo   oficial sobre situación en #Ve…',yes
'No se pierdan la entrevista con   en nuestro espacio #sheinayGustavo por   desde las   pm ',no
'RT    En breves minutos estaré conversando con   sobre el #impeachment a Dilma Rousseff por   #Brasil',yes
'Haciendo el quite a nuestra compañera Vanessa Davies  ',yes
'En breve conversamos con   Pizarro en   Esperamos sus comentarios #FOTO ',yes
'Al aire en la señal de    Fm junto a  ',yes
'RT    Diputados  jóvenes y familiares de presos políticos exigiendo #LiberenALosDiputados #LiberenALosPresosPoliticos https  …',yes
'Diputados se declaran en huelga de hambre en el TSJ para exigir libertad de sus colegas presos #FOTO vía   ',no
'Nuevamente los  diputados de la patria  se retiraron de la sesión de este jueves por  comenzar a destiempo  #FOTO ',yes
'En breve   Con todos los titulares de la prensa  Abrimos con la separación de Dilma  Por  ',no
'En breve   Con todos los titulares de la prensa  Abrimos con la separación de Dilma  Por  ',yes
'RT    #LoÚltimo Dilma Rousseff fue apartada de la Presidencia de Brasil  ',no
'Si es un bodrio que haces entonces en sintonía  Escucha la señal del estado  que muestra una  realidad  que no existe  ',no
'Me complace mucho Magaly  Gracias  ',yes
'Muchas gracias Marco Antonio  saludos  ',yes
'En minutos compartimos con Venezuela los titulares más importantes de la prensa en   por   ',yes
'RT    Ya al aire en    FM junto a  ',no
'Muy común también en mi Maracaibo ',no
'Gracias Jenni 🙂 ',yes
'Increíble halo solar a esta hora sobre Caracas #FOTO ',yes
'RT    Hackearon cuenta de Twitter de Nelson Bocaranda',no
'  Aquí quien desconoce es el TSJ que se empeña en castrar los actos de la AN  elegida con   de los votos el D ',yes
'RT      la AN debe declarar ilegal el actual TSJ el poder originario esta en la AN que fue elegida',yes
'RT          WTI cierra en leve alza en    aunque tocó    en la sesión  Soporte de Canadá y Li…',yes
'Le piernaron las tiemblan   ',no
'#sheinaesasi      ',no
'Bienvenido Rodrigo  ',yes
'RT    Hoy conversaré con   y   en   FM sobre Ordenanza que proteje e incluye a perso…',yes
'RT    #URGENTE #CARACAS      ',yes
'Pendiente de mi interpretación de Darth Vader 😂 ',yes
'Pendiente de mi interpretación de Darth Vader 😂 ',no
'RT    Los funcionarios públicos no deben aceptar amedrentamiento por el ejercicio de sus derechos políticos   La constitución se l…',yes
'Bueno  ahora modo #ChampiosLeague ⚽️',no
'Lucena dice que políticos  Diosdado Cabello  tienen derecho a opinar  Lo que no dice es que Cabello amenazó a empleados públicos por firmar',no
'Toreada olímpicamente la pregunta sobre si es posible realizar este año el referendo revocatorio',no
'Lucena dice   siempre hemos rechazado la violencia venga de donde venga  pero hasta ahora no había dicho nada de agresiones a periodistas',yes
'Lucena dice que se reserva el derecho de actuar penalmente ante las agresiones contra el CNE',no
'Lucena dice que existe una estrategia de crispación social que llevarían a un desconocimiento de las instituciones',yes
'A paso de morrocoy     ',yes
'Ni una sola mención de Lucena a las agresiones que sufrieron colegas de la prensa a las afueras del CNE',yes
'Cuando finalice el conteo de las planillas  no de las firmas  anunciarán al país el inicio de las fases siguientes  dice Tibisay Lucena',no
'Tibisay Lucena afirma que el proceso de conteo de las planillas  para activar el revocatorio  pudiera durar hasta el próximo martes',yes
'RT   CARACAS  Desde las   pm debes estar en sintonia de   seremos invitados de   y    …',no
'RT    Periodistas y Medios #Caracas alzaron su voz en defensa de la #PrensaLibre       ht…',no
'Exigimos que se garantice el libre ejercicio del periodismo en #Venezuela sin que se agreda o ataque a los medios  #PrensaLibre',yes
'Cuando un medio cierra es información que no te llega  y tienes derecho a estar informado  #PrensaLibre ',yes
'¡Alzamos nuestra voz  En apoyo a aquellos medios de comunicación que cerraron por falta de papel  #PrensaLibre',no
'RT    Hoy marchamos para protestar por el cierre de medios de periódicos por falta de papel  #PrensaLibre …',no
'Marchamos hoy por la #PrensaLibre  por la información de los ciudadanos y para que tú decidas qué leer  ',yes
'La #LibertadDeExpresión es un derecho que el Estado debe garantizar a sus ciudadanos y a sus periodistas  #PrensaLibre',yes
'La #LibertadDeExpresión es un derecho que el Estado debe garantizar a sus ciudadanos y a sus periodistas  #PrensaLibre',yes
'RT      Una buena noticia para el pueblo venezolano  HOY EN LA MAÑANA MADRUGAMOS AL OFICIALISMO  YA ENTREGAMOS LAS FIRMAS AL…',no
'RT    Corporación Maneiro monopoliza la venta de papel periódico y solo atiende a la prensa que es afecta al gobierno #YoMarc…',yes
'Mi trabajo de hoy para    Oposición logró reunir firmas para referendo revocatorio contra Maduro ',no
'RT    #BCV   flotante se ubicó en Bs  lo que representa una devaluación del     frente a la divisa norteamericana   …',yes
'RT              gv WTI alcanza nuevo record para       Baja prod  de E…',yes
'RT            WTI cierra en alza en     Demanda de productos y debilidad del dolar…',no
'RT    Esta tarde entregaremos a representantes de MUD la planilla aprobada por CNE para recolección de firmas   que buscan activa…',no
'Gobierno programa apagones para más de  estados venezolanos ',no
'Venezuela se quedaría sin cerveza porque el gobierno no paga ',yes
'Trabajadores de empresas Polar exigen al gobierno que proporcione materia prima para producción de Malta y Cerveza ',no
'Los parlamentarios exigen al poder electoral que entregue la planilla para el revocatorio',yes
'Diputados               se encadenan en el CNE',no
'Exigimos que se le dé celeridad a los procesos de renovación y otorgamiento de las concesiones radiales y televisivas  #ConatelCalla',yes
'El cierre de emisoras y canales televisivos es sinónimo de desinformación para los venezolanos  ¿Qué pasa  #ConatelCalla',yes
'Cuando se clausuran canales televisivos y emisoras de radio se viola el derecho a la información de los venezolanos  #ConatelCalla',no
'Exhortamos que actúe con independencia en favor de medios para  los ciudadanos y no en favor de una parcialidad política  #ConatelCalla',yes
'Con motivo de celebrarse el próximo #may el Día Mundial de la Libertad de Prensa exigimos el compromiso con el país  #ConatelCalla',yes
'Buena pregunta   ',yes
'RT            gv WTI recupera las perdidas iniciales y cierra en    una baja de   ',no
'RT            gv WTI recupera las perdidas iniciales y cierra en    una baja de   ',no
'RT      La entrada a San Carlos cojedes tienen  meses asfaltandola y llevan menos de un kilómetro terminarán este añ…',yes
'RT    Al aire     en  Sheina y Gustavo   con   y    hoy  de abril  pm   FM  Circuito Act…',no
'RT    Al aire     en  Sheina y Gustavo   con   y    hoy  de abril  pm   FM  Circuito Act…',yes
'RT      van a adelantar media hora creo yo  ahorita son las pm seria entonces las pm es lo q entendí😀',no
'RT      el Cne necesita cuatro días para revisar unas cuantas firmas pero revisó las millones del decreto Obama en…',yes
'RT      La administración electoral no debe convertirse en un obstáculo en el cumplimiento de los derechos políticos de ningún c…',yes
'RT      Considero que esta revisión debió hacerse en el día de hoy y otorgar una respuesta oportuna a los solicitantes',no
'RT      Mayoría del directorio CNE acordó revisar documentación y firmas consignados por MUD antes de entregar planilla para act…',no
'RT      sta es la megarecontra cola q s prepara Justo frent a farmatodo para comprar mañana lo poco q llegue https   …',no
'  Tiene razón  son inducidas por las catastróficas políticas económicas implementadas por el gobierno ',yes
'RT    El presidente le dicta  Línea  al TSJ ',yes
'RT      #DICOM  Divisas Complementarias  para hoy #Abr  cierra en Bs   ',no
'Maduro ordena a consultor jurídico de Miraflores enviar la ley de amnistía al TSJ para declararla inconstitucional',no
'Maduro pide a sus seguidores encabezar una insurrección cívico militar si es desplazado del poder',no
' Basura corrupta te dije Rajoy  Le dice Nicolás Maduro al presidente del gobierno español  ',yes
'RT    Así quedó nuestro equipo luego que un grupo de presuntos oficialistas nos agrediera  REPITO no estamos heridos #AN https  …',yes
'Condena total a las agresiones contra la prensa   ',yes
'Cada día en Venezuela  niños son diagnosticados con cáncer  #ElCáncerNoEspera Contribuye con #GotasDeAyuda ',no
'Lacayo  sinvergüenzada  arrastrado  llama Diosdado Cabello al secretario general de la OEA   OEA por exigir firma de ley amnistía',no
'Lacayo  sinvergüenzada  arrastrado  llama Diosdado Cabello al secretario general de la OEA   OEA por exigir firma de ley amnistía',yes
'RT   puesto  Amenaza de bomba en edificio administrativo de la Asamblea Nacional  Desalojan la zona  Hoy es día de comisiones ',yes
'  No me interesa una discusión política  Tengo prioridades  como conseguir una medicina q el gobierno q defiende no garantiza',no
'Con todo gusto colega  Mi correo  pautamartinoticias  com  ',yes
'Hola  usted se encuentra en Caracas  Gracias por la ayuda   ',yes
'Terrorismo es no garantizar el acceso a las medicinas de los venezolanos  ',no
'Estimados seguidores  no consigo el medicamento para la tensión Diovan  Mg  Es para mí mamá  Cualquier info sería muy valiosa  Gracias ',yes
'RT    Directivo de Fetrasalud denunció intento de asesinato por pran del Clínico Universitario   …',no
'RT            WTI cae    por sobreproduccion y cierra en     CEsta Venezuela de…',yes
'Gracias por el cariño Sr  Rodrigo  lo esperamos el viernes      ',no
'RT       y   te llevan la noticia diaria de forma fresca y dinámica  Síguelos de LUN a VIE de   pm…',no
'Urgente para compañero de trabajo NIFEDIPINA MEDIAS ANTIEMBOLICAS DIFENILHIDANTOINA PAÑALES PARA ADULTO Y CENTROS DE CAMA ',yes
'RT    Urgente para compañero de trabajo NIFEDIPINA MEDIAS ANTIEMBOLICAS DIFENILHIDANTOINA PAÑALES PARA ADULTO Y CENTROS DE CAMA…',no
'#URGENTE medias antiembolicas y difenilhidantona ampollas de mg  pañales adulto XXl  Nifedipina tableta mg  ',yes
'Vamos en retroceso… ',yes
'Soberanía alimentaria  ',no
'Lamentable… ',yes
'Pan nuestro de cada día… ',no
'OFICIAL  Rafael Dudamel es el nuevo técnico de la Vinotinto de mayores ',no
'RT    Habladera de pistoladas de Tirios y Troyanos😕 y al final del día  seguimos en los mismo  Escasez Inseguridad Inflacion ect …',no
'RT    Habladera de pistoladas de Tirios y Troyanos😕 y al final del día  seguimos en los mismo  Escasez Inseguridad Inflacion ect …',yes
'RT      diputado los abuelos luchan por sus derecho  ',yes
'RT      y como si hay recurso y dinero para los militares y para comprar aviones',no
'RT      mi pensión la pague con  años d servicio  Cobraba cesta ticket  me jubilaron y me la quitaron  Trabajaba par…',yes
'Nos complace   ',yes
'RT    Invitado no habla de los malos tratos  la violación a ley de transito  las condiciones de la unidades  ',no
'Jamás hubiese pensado que el sueño mundialista acabaría de esta manera y tan temprano  Tristeza  esa es la palabra que resume lo que siento ',no
'Golazo de alta factura    ',yes
'Que joya de gol     Una barbaridad el cobro de Rómulo Otero     #Vinotinto',yes
'Bueno  cadena  otra vez…',yes
'Seguramente tiene alto tráfico ',yes
'RT    Sigue subiendo    este martes  de marzo la tasa #Simadi cerró en Bs   por     ',no
'Nos derretimos   ',no
'En vivo en la señal de    FM  Bienvenidos sus comentarios   ',no
'Empate con sabor a derrota  pero este duele mucho más porque  puntos nos devolvían la esperanza  No se mantuvo el resultado  Faltó garra   ',no
'RT    En breve nos escuchamos por actualidad  FM #Actualidad con   hablaremos de lo último en #Tecnología  …',yes
'Castro promete liberar a presos políticos si el periodista que hizo la pregunta le entrega una lista de nombres al final de la declaración',no
'Obama dice que EEUU no ve a Cuba como una amenaza #ObamaenCuba',yes
'Obama dice que el destino de Cuba será definido por los cubanos #ObamaenCuba',no
'Obama dice que EEUU reconoce los progresos que ha mostrado Cuba en materia de educación #ObamaenCuba',yes
'Obama dice que EEUU reconoce los progresos que ha mostrado Cuba en materia de educación #ObamaenCuba',no
'Barak Obama agradece a Castro el recibimiento a la Habana',no
'Raul Castro revela que no hubo tiempo de abordar con Obama  nuestra preocupación por el intento de desestabilizar a Venezuela ',no
'Raúl Castro pide que EEUU devuelva el territorio ocupado en la bahía de Guantánamo #ObamaenCuba',yes
'Barak Obama y Raúl Castro ofrecen declaración conjunta tras histórico encuentro en la Habana #ObamaEnCuba',no
'Que satisfacción ver el estadio metropolitano de Cabudare a reventar  Toda venezuela celebra    ',yes
'La #VinotintoSub consigue el bicampeonato suramericano     Bravo superpoderosas     Que orgullo    ',no
'Fuerza superpoderosas  #VinotintoSub a mantener el resultados ',yes
'RT    Hoy vuelvo con   y   a la radio para hablar de tecnología jeje nos escuchamos a las   pm por #Actu…',no
'Superpoderosas mundialistas  La selección #VinotintoSub clasificó al mundial de la categoría al vencer a Paraguay  goles a ',no
'Golazos de las superpoderosas     Ganan  a  sobre Paraguay     #VinotintoSub',no
'Se van arriba las chicas superpoderosas     Venezuela  Paraguay  #VinotintoSub',yes
'RT    Parece mentira pero las peores torturas de agua y luz son en Zulia y Monagas 😕 los dos estados mas petroleros   …',no
